source,destination
/docs/mobile-services/ios/messaging-ios/push-messaging/c-set-up-rich-push-notif-ios.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/messaging-main/push-messaging/c-set-up-rich-push-notif-ios.md
/docs/mobile-services/ios/messaging-ios/push-messaging/c-troubleshooting-push-messaging.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/messaging-main/push-messaging/c-troubleshooting-push-messaging.md
/docs/mobile-services/ios/location-ios/location.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/location/location.md
/docs/mobile-services/ios/location-ios/geo-poi.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/location/geo-poi.md
/docs/mobile-services/ios/location-ios/ibeacon.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/location/ibeacon.md
/docs/mobile-services/ios/target-ios/target-main.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/target-main/target-main.md
/docs/mobile-services/ios/target-ios/c-target-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/target-main/c-target-methods.md
/docs/mobile-services/ios/target-ios/c-mob-target-prefetch-ios.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/target-main/c-mob-target-prefetch-ios.md
/docs/mobile-services/ios/target-ios/c-mob-target-preview-ios.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/target-main/c-mob-target-preview-ios.md
/docs/mobile-services/ios/exp-cloud-ios/marketing-cloud.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/marketing-cloud/marketing-cloud.md
/docs/mobile-services/ios/exp-cloud-ios/mcvid.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/marketing-cloud/mcvid.md
/docs/mobile-services/ios/exp-cloud-ios/mc-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/marketing-cloud/mc-methods.md
/docs/mobile-services/ios/aam-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/amm/aam-methods.md
/docs/mobile-services/ios/apple-tv-implementation-tvos-ios/apple-tv-implementation-tvos.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/apple-tv-implementation-tvos/apple-tv-implementation-tvos.md
/docs/mobile-services/ios/apple-tv-implementation-tvos-ios/target-for-tvml-tvjs.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/apple-tv-implementation-tvos/target-for-tvml-tvjs.md
/docs/mobile-services/ios/apple-tv-implementation-tvos-ios/tvjs-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/ios/apple-tv-implementation-tvos/tvjs-methods.md
